Subject,Title,Author,ISBN,Summary
Music,Wagner - Weimar - Eisenach,Helen Geyer,3839448654.0,"Der rezeptionsgeschichtliche 'Urknall' von Richard Wagners Werk fand bezeichnenderweise an einem Ort statt, der sich in einem Spannungsfeld zwischen Provinz und Residenz, Tradition und Fortschritt, Idee und Verwirklichung befand: im Großherzogtum Sachsen-Weimar-Eisenach. Hier verbanden sich Franz Liszts auf die Zukunft ausgerichtetes Wirken und das Erbe der Weimarer Klassik unter der Regentschaft eines ambitionierten Weimarer Hofes zu einer nicht unproblematischen Synthese, von deren Folgen auch Wagner nicht unberührt blieb. Die Beiträge des Bandes untersuchen diese Wechselwirkungen zwischen Kultur und Politik."
Music,The Performative Power of Vocality,Virginie Magnat,1000710750.0,"The Performative Power of Vocality offers a fresh perspective on voice as a subject of critical inquiry by employing an interdisciplinary and cross-cultural approach. Conventional treatment of voice in theatre and performance studies too often regards it as a subcategory of actor training, associated with the established methods that have shaped voice pedagogy within Western theatre schools, conservatories, and universities. This monograph significantly deviates from these dominant models through its investigation of the non-discursive, material, and affective efficacy of vocality, with a focus on orally transmitted vocal traditions. Drawing from her performance training, research collaborations, and commitment to cultural diversity, Magnat proposes a dialogical approach to vocality. Inclusive of established, current, and emerging research perspectives, this approach sheds light on the role of vocality as a vital source of embodied knowledge, creativity, and well-being grounded in process, practice, and place, as well as a form of social and political agency. An excellent resource for qualitative researchers, artist-scholars, and activists committed to decolonization, cultural revitalization, and social justice, this book opens up new avenues of understanding across Indigenous and Western philosophy, performance studies, musicology, ethnomusicology, sound and voice studies, anthropology, sociology, phenomenology, cognitive science, physics, ecology, and biomedicine. The Open Access version of this book, available at http://www.taylorfrancis.com, has been made available under a Creative Commons Attribution-Non Commercial-No Derivatives (CC-BY-NC-ND) 4.0 license."
Music,Formação profissional em música,Ana Cristina Gama dos Santos Tourinho,8546210322.0,"Em Formação Profissional em Música ¬ Volume II estão reunidas reflexões de pesquisadores de três instituições de ensino do Brasil: UFBA, UFRGS e Unicamp, em que se discute a formação universitária na graduação e na pós-graduação, tendo em vista a crise institucional e ideológica pela qual passamos; a não existência de modelos institucionalizados e de que a prática universitária muitas vezes está particularizada por conta das situações peculiares de cada região. O debate se dá num momento em que os esforços acadêmicos em música no Brasil se voltam para as possíveis interlocuções da academia com a sociedade em geral, e em que os sinais que apontam para uma direção clara: a importância dos aspectos sociais presentes no ensino da música na universidade."
Music,Music of a Thousand Years,Ann E. Lucas,520972031.0,"A free open access ebook is available upon publication. Learn more at www.luminosoa.org. Irans particular system of traditional Persian art music has been long treated as the product of an ever-evolving, ancient Persian culture. In Music of a Thousand Years, Ann E. Lucas argues that this music is a modern phenomenon indelibly tied to changing notions of Irans national history. Rather than considering a single Persian music history, Lucas demonstrates cultural dissimilarity and discontinuity over time, bringing to light two different notions of music-making in relation to premodern and modern musical norms. An important corrective to the history of Persian music, Music of a Thousand Years is the first work to align understandings of Middle Eastern music history with current understandings of the regions political history."
Music,A Buddhist Ritual Manual on Agriculture,Gergely Hidas,3110621053.0,"This volume is the first in-depth study of a recently discovered Sanskrit dharani spell text from around the 5th century CE surviving in two palm-leaf and three paper manuscript compendia from Nepal. This rare Buddhist scripture focuses on the ritual practice of thaumaturgic weather control for successful agriculture through overpowering mythical Nagas. Traditionally, these serpentine beings are held responsible for the amount of rainfall. The six chapters of the Vajratundasamayakalparaja present the vidyadhara spell-master as a ritualist who uses mandalas, mudras and other techniques to gain mastery over the Nagas and thus control the rains. By subjugating the Nagas, favourable weather and good crops are guaranteed. This links this incantation tradition to economic power and the securing of worldly support for the Buddhist community."
Music,A Buddhist Ritual Manual on Agriculture,Gergely Hidas,3110620499.0,"This volume is the first in-depth study of a recently discovered Sanskrit dharani spell text from around the 5th century CE surviving in two palm-leaf and three paper manuscript compendia from Nepal. This rare Buddhist scripture focuses on the ritual practice of thaumaturgic weather control for successful agriculture through overpowering mythical Nagas. Traditionally, these serpentine beings are held responsible for the amount of rainfall. The six chapters of the Vajratundasamayakalparaja present the vidyadhara spell-master as a ritualist who uses mandalas, mudras and other techniques to gain mastery over the Nagas and thus control the rains. By subjugating the Nagas, favourable weather and good crops are guaranteed. This links this incantation tradition to economic power and the securing of worldly support for the Buddhist community."
Music,Ambisonics,Franz Zotter,3030172074.0,"This open access book provides a concise explanation of the fundamentals and background of the surround sound recording and playback technology Ambisonics. It equips readers with the psychoacoustical, signal processing, acoustical, and mathematical knowledge needed to understand the inner workings of modern processing utilities, special equipment for recording, manipulation, and reproduction in the higher-order Ambisonic format. The book comes with various practical examples based on free software tools and open scientific data for reproducible research. The books introductory section offers a perspective on Ambisonics spanning from the origins of coincident recordings in the 1930s to the Ambisonic concepts of the 1970s, as well as classical ways of applying Ambisonics in first-order coincident sound scene recording and reproduction that have been practiced since the 1980s. As, from time to time, the underlying mathematics become quite involved, but should be comprehensive without sacrificing readability, the book includes an extensive mathematical appendix. The book offers readers a deeper understanding of Ambisonic technologies, and will especially benefit scientists, audio-system and audio-recording engineers. In the advanced sections of the book, fundamentals and modern techniques as higher-order Ambisonic decoding, 3D audio effects, and higher-order recording are explained. Those techniques are shown to be suitable to supply audience areas ranging from studio-sized to hundreds of listeners, or headphone-based playback, regardless whether it is live, interactive, or studio-produced 3D audio material."
Music,The Values of Independent Hip-Hop in the Post-Golden Era,Christopher Vito,3030024814.0,"Utilizing a mixed-methods approach, this book uncovers the historical trajectory of U.S. independent hip-hop in the post-golden era, seeking to understand its complex relationship to mainstream hip-hop culture and U.S. culture more generally. Christopher Vito analyzes the lyrics of indie hip-hop albums from 2000-2013 to uncover the dominant ideologies of independent artists regarding race, class, gender, sexual orientation, and social change. These analyses inform interviews with members of the indie hip-hop community to explore the meanings that they associate with the culture today, how technological and media changes impact the boundaries between independent and major, and whether and how this shapes their engagement with oppositional consciousness. Ultimately, this book aims to understand the complex and contradictory cultural politics of independent hip-hop in the contemporary age."
Music,Middlebrow Modernism,Christopher Chowrimootoo,520970705.0,"A free ebook version of this title is available through Luminos, University of California Presss Open Access publishing program. Visit www.luminosoa.org to learn more. Situated at the intersections of twentieth-century music history, historiography, and aesthetics, Middlebrow Modernism uses Benjamin Brittens operas to illustrate the ways in which composers, critics, and audiences mediated the great divide between modernism and mass culture. Reviving mid-century discussions of the middlebrow, Christopher Chowrimootoo demonstrates how Brittens works allowed audiences to have their modernist cake and eat it: to revel in the pleasures of consonance, lyricism, and theatrical spectacle even while enjoying the prestige that came from rejecting them. By focusing on moments when reigning aesthetic oppositions and hierarchies threatened to collapse, this study offers a powerful model for recovering shades of grey in the traditionally black-and-white historiographies of twentieth-century music."
Music,Well-Being and Mental Health in the Gig Economy,Sally-Anne Gross,1911534904.0,"A response is needed to the numerous issues spurred by the expansion of the gig economy, where flexible patterns of employment prevail in contrast to permanent jobs. In this context of the exponential growth of the digital economy and underlying business models the largest nationwide study of its kind into the impact of the working conditions in the UK music industry Can Music Make You Sick? has been conducted by MusicTank/University of Westminster. This research suggests the need to consider the future of work not only from an economic or employment law perspective but from a mental health one too. What are the psychological implications of precarious work and how are factors such as financial instability, the feedback economy and personal relationships reflected in mental health outcomes or connected to the business relationships most musicians and other gig economy participants work under? Authors Sally-Anne Gross, George Musgrave and Laima Janciute consider which policy measures may help or harm gig economy workers including the taxation of self-employed workers, a universal basic income, education around mental health issues and access to mental health support."
Music,Trouble Songs,Jeff T. Johnson,1947447440.0,"Poet, critic, and hybrid-genre artist Johnson tracks the use of trouble in word, concept, and practice in this debut of brief, elliptical, lyric essays. He moves through a wide swath of 20th- and 21st-century music, always alert to a sense of melancholy shared among songwriters, their songs, and their listeners in the ever-growing web of popular music. When we say 'trouble"
Music,Holy Hip Hop in the City of Angels,Christina Zanfagna,520968794.0,"A free ebook version of this title is available through Luminos, University of California Presss Open Access publishing program for monographs. Visit www.luminosoa.org to learn more. In the 1990s, Los Angeles was home to numerous radical social and environmental eruptions. In the face of several major earthquakes and floods, riots and economic insecurity, police brutality and mass incarceration, some young black Angelenos turned to holy hip hopa movement merging Christianity and hip hop cultureto save themselves and the city. Converting street corners to open-air churches and gangsta rap beats into anthems of praise, holy hip hoppers used gospel rap to navigate complicated social and spiritual realities and to transform the Southlands fractured terrains into musical Zions. Armed with beats, rhymes, and bibles, they journeyed through black Lutheran congregations, prison ministries, African churches, reggae dancehalls, hip hop clubs, Nation of Islam meetings, and Black Lives Matter marches. Zanfagnas fascinating ethnography provides a contemporary and unique view of black LA, offering a much-needed perspective on how music and religion intertwine in people's everyday experiences."
Poetry,Pátria Invencível,Nelson Santrim,1526046709.0,Poesias ao sabor dos dias
Poetry,Unfold,Ari B. Cofer,177168285.0,"From the author of paper girl and the knives that made her comes unfold, a poetic, aching, and hopeful retelling of realizations made while on the journey to healing from both loss of love and loss of self. Through poetry and short essays, unfold shows that true growth comes from being unafraid to face what's hidden inside, to be vulnerable, and to be unashamed of what we find when we finally open up."
Poetry,Vetrikku Ore Vazhi,Multiple,9392507380.0,  Don't give up on failure. Become strong enough to withstand failure. There are no successes without failures. You will know yourself only after many failures. There is no history without failures
Poetry,Kanneerin micham kavithaigal,Karpagavalli,9392507402.0,                .
Poetry,Memories and miracles,Leslin Sushma Dsouza,9392507011.0,"Memories and Miracles"" is a collection of poems about childhood"
